Employee_ID,Department,Job_Role,Experience_Level,Region,AI_Tool_Used,Daily_AI_Usage_Minutes,Use_Case,Prompt_Complexity,Tasks_Completed_Per_Day,Avg_Task_Time_Before_AI,Avg_Task_Time_After_AI,Productivity_Improvement_%,Revenue_Impact_USD,Cost_Savings_USD,Error_Rate_Reduction_%,Decision_Speed_Improvement_%,Adoption_Level,Satisfaction_Score,Training_Hours,AI_Trust_Level,Date,Month,Quarter
EMP1115,IT,Software Engineer,Senior,Europe,ChatGPT,98.4,Data Analysis,Medium,9.2,58.6,36.8,37.2,9946.33,3852.32,36.25,21.31,High,8.8,17.2,High,2024-04-17,April,Q2
EMP1116,IT,Data Scientist,Junior,APAC,OpenAI API,113.4,Data Analysis,Medium,8.1,92.8,56.8,38.79,10119.88,3589.74,37.65,19.71,High,9.0,18.0,High,2024-02-15,February,Q1
EMP1117,HR,Recruiter,Senior,US,Gemini,52.3,Research,High,4.3,62.4,46.9,24.84,1457.63,1424.71,17.65,29.62,Low,9.1,10.2,High,2024-11-20,November,Q4
EMP1118,Marketing,Brand Manager,Mid,Europe,Copilot,111.5,Research,Low,7.4,67.7,45.8,32.35,6819.79,1910.65,40.91,29.34,Medium,8.4,8.0,High,2024-09-01,September,Q3
EMP1119,Finance,Risk Analyst,Senior,US,ChatGPT,54.7,Data Analysis,Medium,9.1,60.3,40.1,33.5,8664.14,3959.41,23.84,26.37,High,7.0,10.2,Medium,2024-09-30,September,Q3
EMP1120,Sales,Account Executive,Junior,Europe,Gemini,85.9,Content Creation,Medium,8.8,47.8,27.7,42.05,10785.08,4099.67,42.67,48.56,High,8.9,16.3,Medium,2024-01-08,January,Q1
EMP1121,Operations,Supply Chain Analyst,Mid,Europe,OpenAI API,46.5,Data Analysis,Medium,2.3,81.4,69.0,15.23,4600.25,1144.18,17.16,14.11,Low,8.2,16.3,High,2024-01-10,January,Q1
EMP1122,HR,HR Manager,Junior,India,Gemini,51.4,Data Analysis,Medium,7.7,57.0,38.9,31.75,5646.36,2291.55,21.9,35.92,High,7.9,20.2,Medium,2024-05-07,May,Q2
EMP1123,Finance,FP&A Manager,Mid,APAC,Claude,59.4,Research,Medium,6.0,58.6,42.6,27.3,7531.43,6201.36,29.08,21.37,High,7.1,12.5,Low,2024-06-08,June,Q2
EMP1124,Operations,Process Analyst,Junior,UK,ChatGPT,59.3,Research,High,3.1,45.0,30.3,32.67,4325.38,2622.46,25.56,17.24,Low,8.2,11.7,High,2024-09-14,September,Q3
EMP1125,Finance,CFO Analyst,Mid,APAC,OpenAI API,59.4,Data Analysis,High,6.5,51.7,34.1,34.04,9374.57,3912.71,30.23,38.45,High,9.7,17.5,High,2024-02-03,February,Q1
EMP1126,IT,Software Engineer,Mid,India,Claude,133.7,Data Analysis,High,9.8,66.9,37.9,43.35,7429.5,3584.37,42.23,45.19,High,9.2,8.1,Medium,2024-08-21,August,Q3
EMP1127,Operations,Business Analyst,Mid,India,OpenAI API,45.2,Content Creation,Medium,6.5,42.8,35.4,17.29,3993.43,2255.56,14.36,7.57,Low,6.9,7.0,Low,2024-06-21,June,Q2
EMP1128,Sales,Sales Analyst,Mid,Europe,Gemini,70.0,Customer Support,High,9.7,52.5,33.2,36.76,16236.08,3278.75,38.21,22.83,High,7.3,13.6,Low,2024-06-24,June,Q2
EMP1129,IT,IT Manager,Senior,UK,Claude,82.4,Coding,High,7.3,70.3,40.6,42.25,8011.53,3643.29,36.95,30.51,High,9.4,9.8,High,2024-03-25,March,Q1
EMP1130,Marketing,Brand Manager,Junior,Europe,ChatGPT,105.1,Content Creation,Low,10.4,68.7,44.7,34.93,9365.22,2881.4,41.69,18.02,High,8.3,9.2,High,2024-04-24,April,Q2
EMP1131,Finance,FP&A Manager,Junior,US,ChatGPT,67.6,Content Creation,High,2.0,62.4,46.0,26.28,4600.05,2198.11,22.82,25.79,Low,7.4,21.8,Medium,2024-01-12,January,Q1
EMP1132,Sales,Business Dev Manager,Junior,UK,Gemini,103.0,Customer Support,Low,9.3,24.1,16.0,33.61,13308.32,2383.86,37.07,19.2,Medium,7.6,14.5,High,2024-03-04,March,Q1
EMP1133,IT,DevOps Engineer,Mid,India,Copilot,70.3,Data Analysis,Medium,6.7,54.0,39.0,27.78,11028.45,3762.15,33.97,35.54,High,6.5,4.2,Medium,2024-11-23,November,Q4
EMP1134,HR,HR Analyst,Senior,India,Gemini,50.6,Data Analysis,High,9.1,83.4,53.4,35.97,3702.39,3108.77,24.19,30.49,High,7.7,11.0,Medium,2024-01-25,January,Q1
EMP1135,Marketing,Digital Marketer,Senior,Europe,ChatGPT,81.2,Customer Support,High,9.4,37.6,21.7,42.29,14524.41,3134.01,35.57,31.54,High,8.3,5.0,High,2024-02-25,February,Q1
EMP1136,Finance,Financial Analyst,Mid,UK,ChatGPT,29.7,Content Creation,Medium,7.8,38.8,29.7,23.45,6065.76,3979.56,16.87,43.48,High,7.7,12.7,Medium,2024-02-29,February,Q1
EMP1137,HR,L&D Specialist,Senior,UK,Claude,25.2,Research,Low,4.4,67.0,59.4,11.34,3706.22,2052.02,24.44,27.82,Medium,7.0,12.4,Medium,2024-03-04,March,Q1
EMP1138,Finance,CFO Analyst,Mid,UK,OpenAI API,54.9,Research,Medium,5.7,73.0,55.1,24.52,6055.66,3785.74,22.59,27.17,Medium,7.5,11.3,Medium,2024-12-25,December,Q4
EMP1139,Sales,Account Executive,Junior,Europe,ChatGPT,75.9,Research,Medium,8.1,37.9,27.5,27.44,6941.76,2019.05,27.88,25.94,Low,7.9,18.5,Medium,2024-12-17,December,Q4
EMP1140,HR,HR Manager,Mid,India,Claude,81.0,Research,Low,6.3,46.7,32.6,30.19,1692.48,2676.72,21.33,19.14,Medium,7.3,16.0,Medium,2024-12-04,December,Q4
EMP1141,Marketing,Marketing Manager,Junior,UK,Claude,82.6,Customer Support,Low,10.5,42.3,29.2,30.97,9251.95,3716.59,37.23,31.29,High,7.4,32.2,Medium,2024-11-06,November,Q4
EMP1142,HR,Recruiter,Senior,Europe,Claude,72.4,Content Creation,Medium,7.4,69.2,46.8,32.37,3303.03,1988.08,26.02,38.06,Medium,6.8,10.0,High,2024-09-18,September,Q3
EMP1143,HR,Compensation Analyst,Junior,UK,ChatGPT,61.5,Research,Medium,6.6,55.4,44.1,20.4,2607.02,2071.2,23.37,27.48,Medium,7.6,19.2,High,2024-02-28,February,Q1
EMP1144,IT,Software Engineer,Senior,Europe,ChatGPT,57.0,Coding,High,7.6,71.6,49.5,30.87,6335.6,3548.75,25.64,35.07,Medium,8.1,7.3,Low,2024-11-07,November,Q4
EMP1145,IT,Data Scientist,Mid,India,Claude,83.3,Research,Medium,8.6,43.0,27.7,35.58,11089.73,3985.72,31.59,28.5,High,8.5,8.2,Medium,2024-04-13,April,Q2
EMP1146,Finance,Accountant,Senior,India,Claude,53.4,Research,Low,6.8,66.9,48.6,27.35,6912.68,4002.32,31.18,25.17,Medium,8.6,7.9,Medium,2024-05-31,May,Q2
EMP1147,Sales,Account Executive,Mid,UK,ChatGPT,57.8,Research,Low,4.1,70.4,55.9,20.6,4919.09,1545.78,22.13,7.97,Low,8.3,9.3,Medium,2024-09-11,September,Q3
EMP1148,Sales,Account Executive,Junior,US,Gemini,67.8,Content Creation,Low,10.3,47.4,29.0,38.82,14327.2,3099.9,32.22,16.16,High,10.0,11.0,Medium,2024-06-18,June,Q2
EMP1149,Finance,FP&A Manager,Junior,UK,ChatGPT,84.3,Data Analysis,Medium,7.7,66.7,47.0,29.54,5369.79,3659.37,36.51,24.64,Medium,9.5,20.8,High,2024-12-09,December,Q4
EMP1150,Marketing,Marketing Manager,Mid,Europe,ChatGPT,91.1,Customer Support,Medium,8.0,29.0,19.4,33.1,5924.23,2805.33,33.46,26.23,Medium,8.5,10.5,High,2024-12-08,December,Q4
EMP1151,Sales,Sales Analyst,Senior,Europe,ChatGPT,71.8,Customer Support,Low,9.1,22.9,16.2,29.26,10420.9,2234.95,28.92,16.5,Medium,6.6,7.9,High,2024-09-18,September,Q3
EMP1152,Sales,Sales Manager,Junior,Europe,Gemini,71.1,Research,Low,9.0,52.1,35.4,32.05,13597.33,2975.75,29.87,16.93,High,7.3,16.2,High,2024-02-21,February,Q1
EMP1153,Sales,SDR,Mid,UK,Gemini,28.7,Customer Support,High,6.9,58.3,47.0,19.38,5925.42,1076.8,10.1,30.02,Low,7.2,10.7,High,2024-08-21,August,Q3
EMP1154,Operations,Supply Chain Analyst,Mid,US,Claude,36.0,Research,High,5.4,56.5,41.5,26.55,4706.09,3691.64,23.44,28.66,Medium,8.6,9.5,High,2024-01-26,January,Q1
EMP1155,IT,Software Engineer,Mid,Europe,OpenAI API,78.0,Coding,Medium,5.4,108.2,69.6,35.67,7706.51,1101.43,32.33,27.0,Medium,7.6,9.9,High,2024-05-28,May,Q2
EMP1156,IT,DevOps Engineer,Junior,Europe,Claude,98.7,Data Analysis,High,8.5,41.0,23.7,42.2,11556.25,2130.55,38.85,22.79,High,7.9,20.8,Medium,2024-02-29,February,Q1
EMP1157,HR,HR Manager,Junior,India,ChatGPT,89.0,Content Creation,Low,6.5,60.2,42.4,29.57,3472.19,2031.08,31.65,2.0,Medium,8.3,8.5,High,2024-03-11,March,Q1
EMP1158,Marketing,Content Strategist,Senior,Europe,Claude,67.3,Research,Medium,9.3,43.9,29.8,32.12,10680.92,4172.91,35.06,49.97,High,8.1,7.8,High,2024-08-12,August,Q3
EMP1159,IT,Cybersecurity Analyst,Mid,UK,Claude,83.5,Research,High,7.4,54.0,32.5,39.81,7326.51,5204.77,40.1,36.16,High,8.8,13.7,High,2024-02-17,February,Q1
EMP1160,Finance,Accountant,Junior,India,OpenAI API,50.8,Data Analysis,Medium,3.6,56.6,46.4,18.02,4253.83,1885.08,17.34,17.29,Low,7.0,16.5,Medium,2024-02-28,February,Q1
EMP1161,Marketing,Brand Manager,Junior,US,Copilot,115.3,Research,Low,8.4,47.9,35.3,26.3,9759.73,2308.51,27.6,18.72,Medium,6.2,12.2,Medium,2024-05-19,May,Q2
EMP1162,IT,IT Manager,Senior,US,ChatGPT,68.4,Data Analysis,Medium,5.1,66.0,50.2,23.94,5813.61,1735.9,18.8,19.05,Low,8.3,4.5,High,2024-11-28,November,Q4
EMP1163,IT,Data Scientist,Mid,US,Copilot,90.7,Coding,High,9.1,74.1,46.2,37.65,7942.65,3695.68,35.01,36.37,High,8.8,7.1,High,2024-12-22,December,Q4
EMP1164,IT,Software Engineer,Senior,APAC,OpenAI API,78.5,Coding,High,6.7,63.0,38.1,39.52,9199.51,3955.45,39.5,43.65,High,10.0,4.8,High,2024-08-01,August,Q3
EMP1165,HR,Compensation Analyst,Junior,India,Claude,62.3,Data Analysis,Medium,6.5,87.0,62.2,28.51,4852.55,2204.18,23.38,35.51,High,6.7,22.5,Medium,2024-12-13,December,Q4
EMP1166,IT,IT Manager,Junior,Europe,OpenAI API,128.9,Research,High,7.6,46.1,25.9,43.82,8268.21,4521.66,34.02,35.76,High,8.9,23.5,Medium,2024-07-13,July,Q3
EMP1167,IT,DevOps Engineer,Senior,India,Copilot,95.7,Research,Low,9.0,62.6,41.4,33.87,9350.08,4307.25,46.02,35.5,High,8.7,10.6,Medium,2024-03-07,March,Q1
EMP1168,Sales,Sales Analyst,Senior,UK,Copilot,58.3,Customer Support,Low,11.0,53.9,36.9,31.54,16663.61,2622.72,29.2,31.03,High,6.8,6.3,Medium,2024-07-29,July,Q3
EMP1169,Finance,Risk Analyst,Mid,APAC,ChatGPT,56.8,Data Analysis,Medium,7.2,61.7,44.5,27.88,7804.42,4179.53,26.96,37.31,High,9.2,5.7,High,2024-05-13,May,Q2
EMP1170,Marketing,SEO Analyst,Mid,UK,ChatGPT,61.5,Customer Support,Medium,5.3,63.0,46.9,25.56,10143.59,2429.27,23.57,43.08,Medium,8.2,14.9,High,2024-12-13,December,Q4
EMP1171,Sales,Business Dev Manager,Senior,UK,Gemini,66.3,Research,Low,10.1,76.5,55.5,27.45,8970.17,3050.36,32.23,20.73,Medium,8.1,7.7,Medium,2024-10-16,October,Q4
EMP1172,Marketing,Content Strategist,Junior,US,Claude,119.2,Customer Support,High,5.8,60.3,38.5,36.15,8506.03,750.4,32.06,33.12,Low,8.5,25.3,Medium,2024-09-24,September,Q3
EMP1173,IT,Cybersecurity Analyst,Mid,Europe,Copilot,86.6,Data Analysis,Medium,7.9,62.8,43.7,30.41,9660.07,3587.46,44.53,18.74,High,8.1,15.2,Medium,2024-12-04,December,Q4
EMP1174,Marketing,Content Strategist,Mid,India,Copilot,105.4,Research,Low,10.5,54.1,36.3,32.9,9279.65,3631.11,35.87,9.42,High,7.9,13.5,Low,2024-12-05,December,Q4
EMP1175,IT,IT Manager,Junior,APAC,OpenAI API,108.8,Research,Medium,9.3,49.2,27.8,43.5,10146.96,2704.38,28.53,20.78,Medium,9.0,21.5,High,2024-11-09,November,Q4
EMP1176,IT,Software Engineer,Mid,UK,Copilot,117.1,Research,Medium,5.8,56.7,39.2,30.86,5461.99,1702.76,24.64,22.58,Low,7.6,12.9,High,2024-03-21,March,Q1
EMP1177,Marketing,Digital Marketer,Senior,US,Copilot,74.7,Research,High,9.3,68.5,41.1,40.0,5960.53,3135.44,26.03,27.11,High,8.6,7.4,High,2024-03-25,March,Q1
EMP1178,Marketing,Marketing Manager,Junior,India,Copilot,101.8,Research,High,8.1,50.0,28.7,42.6,10250.17,4067.71,46.92,43.68,High,7.9,14.2,High,2024-05-03,May,Q2
EMP1179,Operations,Supply Chain Analyst,Junior,APAC,Claude,91.0,Data Analysis,High,5.1,55.0,31.4,42.91,5148.26,2069.85,33.25,19.88,Medium,8.9,13.7,High,2024-09-16,September,Q3
EMP1180,Marketing,Content Strategist,Mid,India,Copilot,60.1,Research,Low,10.8,34.7,25.5,26.51,6938.96,1893.3,29.69,30.53,High,8.1,13.4,High,2024-04-30,April,Q2
EMP1181,Finance,Financial Analyst,Junior,India,OpenAI API,50.4,Research,Medium,3.2,78.6,65.3,16.92,3246.08,2789.89,13.42,12.81,Low,6.6,17.3,Low,2024-10-20,October,Q4
EMP1182,Sales,Sales Analyst,Mid,US,ChatGPT,50.5,Content Creation,Medium,9.5,65.6,45.0,31.4,12293.05,3270.13,21.67,31.8,High,6.9,17.1,High,2024-08-16,August,Q3
EMP1183,Marketing,SEO Analyst,Mid,India,ChatGPT,99.9,Research,High,9.7,65.2,37.4,42.64,12935.13,3324.89,47.37,44.17,High,9.2,11.2,High,2024-11-30,November,Q4
EMP1184,HR,HR Manager,Junior,Europe,ChatGPT,45.1,Research,High,7.2,46.1,32.5,29.5,3277.28,2410.13,24.38,42.45,High,9.5,20.7,High,2024-07-30,July,Q3
EMP1185,Sales,Sales Manager,Senior,APAC,Gemini,24.1,Research,High,10.7,76.2,65.6,13.91,12258.59,2940.32,19.75,43.35,High,7.4,7.2,Medium,2024-01-01,January,Q1
EMP1186,IT,Software Engineer,Mid,India,Claude,89.9,Research,Low,8.0,65.8,47.6,27.66,8500.46,2497.98,39.48,20.57,Medium,7.0,14.6,High,2024-10-14,October,Q4
EMP1187,Marketing,Content Strategist,Junior,Europe,Copilot,77.7,Research,Medium,9.8,64.1,44.5,30.58,5789.4,2866.9,31.0,24.81,Medium,8.6,14.3,High,2024-07-05,July,Q3
EMP1188,Finance,Financial Analyst,Mid,UK,ChatGPT,96.1,Research,Medium,5.5,56.1,42.3,24.6,6986.1,2162.1,27.28,9.85,Low,7.2,15.6,Medium,2024-06-18,June,Q2
EMP1189,Marketing,Digital Marketer,Senior,India,Copilot,76.5,Customer Support,Low,8.0,50.8,40.2,20.87,5795.12,2631.83,29.59,29.32,Medium,7.8,12.6,High,2024-12-02,December,Q4
EMP1190,HR,HR Analyst,Senior,US,Gemini,56.2,Research,High,5.6,44.8,32.6,27.23,3184.8,1892.65,19.03,29.14,Medium,8.1,3.7,Medium,2024-02-28,February,Q1
EMP1191,Sales,Sales Manager,Mid,APAC,Gemini,46.4,Customer Support,Low,8.4,30.8,25.0,18.83,9625.94,1750.6,22.35,28.76,Medium,7.6,7.0,High,2024-01-02,January,Q1
EMP1192,Operations,Supply Chain Analyst,Junior,APAC,Claude,80.1,Content Creation,Medium,6.8,57.1,40.5,29.07,1533.93,2397.31,30.96,41.88,Low,7.9,15.8,High,2024-05-29,May,Q2
EMP1193,HR,Compensation Analyst,Junior,India,Gemini,65.7,Research,High,6.6,63.1,41.5,34.23,3205.33,2155.09,28.6,22.3,Medium,7.0,17.0,Medium,2024-12-25,December,Q4
EMP1194,Operations,Operations Manager,Mid,US,ChatGPT,24.7,Data Analysis,High,6.0,46.0,34.6,24.78,7735.01,4248.67,15.54,45.26,High,7.6,14.1,High,2024-09-09,September,Q3
EMP1195,Operations,Process Analyst,Junior,Europe,OpenAI API,62.4,Content Creation,Medium,6.3,61.3,43.5,29.04,4707.45,2020.04,21.61,29.54,Medium,8.8,19.6,Medium,2024-07-28,July,Q3
EMP1196,IT,Software Engineer,Mid,Europe,Claude,91.5,Research,Medium,7.9,70.9,42.2,40.48,10285.83,4175.48,45.35,26.4,High,9.0,14.6,Medium,2024-04-10,April,Q2
EMP1197,IT,Data Scientist,Senior,APAC,Copilot,62.1,Data Analysis,Low,4.4,61.3,43.5,29.04,6154.7,2306.69,17.2,14.89,Medium,9.0,12.4,High,2024-04-20,April,Q2
EMP1198,Operations,Project Manager,Senior,US,ChatGPT,43.3,Content Creation,High,5.5,52.1,37.1,28.79,3643.95,2485.15,23.19,29.62,Low,7.6,5.8,High,2024-06-22,June,Q2
EMP1199,IT,Software Engineer,Senior,India,ChatGPT,88.0,Coding,High,8.3,64.8,35.1,45.83,9484.79,4072.01,42.14,35.71,High,9.6,9.0,Low,2024-11-20,November,Q4
EMP1200,IT,Cybersecurity Analyst,Senior,APAC,Copilot,112.4,Data Analysis,Medium,5.7,84.1,56.2,33.17,7394.77,2885.72,28.82,6.92,Medium,9.2,8.0,High,2024-08-22,August,Q3
EMP1201,IT,Cybersecurity Analyst,Mid,APAC,OpenAI API,97.9,Data Analysis,High,7.0,46.8,32.3,30.98,3842.42,1371.62,33.37,13.83,Low,8.0,13.3,High,2024-01-03,January,Q1
EMP1202,Sales,Business Dev Manager,Mid,UK,Gemini,60.7,Customer Support,High,8.2,25.4,16.7,34.25,11153.76,2199.41,19.1,29.06,Medium,7.1,10.1,High,2024-10-10,October,Q4
EMP1203,Sales,Sales Analyst,Junior,APAC,Gemini,81.9,Content Creation,Medium,9.0,59.9,37.7,37.06,7136.05,2216.65,25.62,31.91,Medium,8.5,12.2,High,2024-09-17,September,Q3
EMP1204,Marketing,Content Strategist,Senior,India,Gemini,112.6,Customer Support,Medium,9.5,37.8,21.8,42.33,9355.14,2903.17,49.76,16.49,High,10.0,5.6,Medium,2024-03-06,March,Q1
EMP1205,Finance,Financial Analyst,Junior,Europe,OpenAI API,78.1,Content Creation,Medium,2.8,75.5,63.9,15.36,3005.79,1734.7,24.19,10.66,Low,7.1,20.7,Low,2024-11-03,November,Q4
EMP1206,Operations,Business Analyst,Mid,Europe,Claude,73.5,Content Creation,Low,8.0,57.4,40.0,30.31,6196.42,1957.1,27.62,19.55,High,7.4,15.7,Medium,2024-07-15,July,Q3
EMP1207,IT,IT Manager,Senior,APAC,OpenAI API,82.4,Data Analysis,Medium,6.1,63.8,41.4,35.11,8038.88,3209.86,32.38,27.23,Medium,7.9,6.4,High,2024-07-22,July,Q3
EMP1208,HR,HR Analyst,Senior,US,Claude,64.6,Research,High,8.6,72.2,53.6,25.76,4125.12,1755.2,26.92,30.08,High,6.6,5.9,Medium,2024-03-09,March,Q1
EMP1209,HR,Recruiter,Mid,UK,Claude,77.9,Data Analysis,Medium,8.8,59.2,38.6,34.8,2460.36,1942.61,23.46,23.4,Medium,8.1,10.0,Medium,2024-12-24,December,Q4
EMP1210,IT,Cybersecurity Analyst,Junior,UK,Claude,105.9,Research,Low,9.1,53.2,28.9,45.68,7293.08,3013.43,41.77,27.24,High,9.9,17.2,Medium,2024-10-07,October,Q4
EMP1211,IT,DevOps Engineer,Senior,APAC,OpenAI API,95.5,Coding,High,5.9,91.2,59.3,34.98,1871.35,3408.25,19.09,13.49,Low,8.1,8.1,Low,2024-04-17,April,Q2
EMP1212,Operations,Business Analyst,Mid,Europe,OpenAI API,58.0,Research,Medium,8.6,48.0,31.5,34.38,5479.41,3288.6,29.86,32.3,High,8.0,10.1,Medium,2024-12-17,December,Q4
EMP1213,IT,DevOps Engineer,Senior,Europe,OpenAI API,65.7,Research,Medium,10.0,58.7,38.2,34.92,9420.56,4387.09,23.07,31.48,High,8.4,13.6,High,2024-11-28,November,Q4
EMP1214,Marketing,Content Strategist,Senior,US,Claude,27.9,Customer Support,Medium,7.1,40.3,33.3,17.37,10685.26,3353.23,22.02,24.27,High,7.5,14.6,High,2024-02-29,February,Q1
EMP1215,IT,DevOps Engineer,Mid,US,ChatGPT,77.6,Research,Medium,5.2,66.7,51.7,22.49,4522.78,2636.15,23.11,22.05,Low,7.6,15.8,High,2024-10-19,October,Q4
EMP1216,Marketing,Brand Manager,Mid,Europe,Claude,56.0,Research,High,10.8,53.3,37.4,29.83,7570.94,2461.58,27.96,29.15,High,7.2,20.5,Low,2024-01-07,January,Q1
EMP1217,IT,Cybersecurity Analyst,Mid,Europe,Copilot,86.8,Coding,High,6.9,88.0,49.0,44.32,11727.13,4599.63,41.55,37.23,High,8.5,13.1,High,2024-07-14,July,Q3
EMP1218,Operations,Process Analyst,Senior,UK,ChatGPT,52.9,Content Creation,Medium,7.1,59.2,44.5,24.83,4862.86,4825.13,27.82,25.0,High,8.3,4.8,Medium,2024-01-29,January,Q1
EMP1219,Operations,Process Analyst,Senior,India,Claude,39.8,Data Analysis,High,8.8,63.1,48.1,23.77,7273.88,5299.09,29.05,32.6,High,8.3,5.4,High,2024-05-26,May,Q2
EMP1220,IT,DevOps Engineer,Senior,India,OpenAI API,57.4,Coding,Medium,5.1,100.4,74.0,26.29,8441.55,3210.22,25.52,22.1,Medium,9.3,7.9,Medium,2024-12-19,December,Q4
EMP1221,HR,HR Analyst,Mid,US,ChatGPT,24.7,Data Analysis,High,6.9,69.3,52.2,24.68,3657.13,857.46,10.89,39.84,Medium,7.0,7.5,High,2024-01-17,January,Q1
EMP1222,Marketing,SEO Analyst,Mid,India,Copilot,80.0,Content Creation,Medium,7.3,56.1,37.6,32.98,10148.81,2584.9,30.56,19.93,Medium,7.2,13.9,Medium,2024-11-11,November,Q4
EMP1223,IT,Cybersecurity Analyst,Senior,Europe,OpenAI API,93.7,Research,High,6.9,52.2,28.3,45.79,10631.53,3146.99,36.64,34.99,High,9.1,5.5,High,2024-11-27,November,Q4
EMP1224,IT,Cybersecurity Analyst,Senior,Europe,ChatGPT,79.1,Coding,Medium,4.6,95.8,65.8,31.32,8337.9,2918.01,29.83,27.01,Medium,7.8,5.8,High,2024-09-18,September,Q3
EMP1225,Marketing,SEO Analyst,Senior,India,ChatGPT,86.6,Research,Medium,6.7,75.4,48.5,35.68,10560.69,2116.64,35.47,35.04,Medium,8.1,5.5,Medium,2024-07-17,July,Q3
EMP1226,HR,L&D Specialist,Junior,India,Gemini,47.9,Research,Medium,4.0,69.4,52.1,24.93,2955.33,1744.62,11.12,22.3,Low,6.8,18.6,High,2024-10-09,October,Q4
EMP1227,Sales,Sales Manager,Mid,US,ChatGPT,66.9,Research,Low,8.2,50.3,36.2,28.03,9316.29,2040.29,38.01,29.88,Medium,8.3,11.0,High,2024-05-08,May,Q2
EMP1228,Marketing,Content Strategist,Mid,India,Copilot,87.7,Content Creation,Low,8.0,60.0,41.9,30.17,12975.84,3122.34,47.76,27.72,High,6.7,5.5,High,2024-11-20,November,Q4
EMP1229,IT,DevOps Engineer,Mid,UK,OpenAI API,111.2,Research,Low,4.2,74.1,51.3,30.77,8719.98,2938.57,41.99,16.7,Medium,9.4,12.4,Low,2024-04-09,April,Q2
EMP1230,Marketing,SEO Analyst,Mid,UK,Copilot,100.3,Content Creation,Low,6.5,67.2,44.4,33.93,7518.41,2260.15,43.45,25.43,Medium,8.8,15.6,High,2024-12-15,December,Q4
EMP1231,IT,Software Engineer,Mid,Europe,OpenAI API,70.3,Coding,Medium,4.3,66.6,50.3,24.47,4325.76,2755.88,22.08,16.13,Low,8.3,6.1,High,2024-09-20,September,Q3
EMP1232,Operations,Operations Manager,Mid,India,Claude,51.8,Data Analysis,High,5.8,66.4,56.9,14.31,3511.01,2646.37,18.66,33.91,Low,5.5,13.5,Medium,2024-08-07,August,Q3
EMP1233,Sales,SDR,Mid,Europe,Gemini,65.4,Content Creation,Medium,9.4,67.1,49.9,25.63,12006.99,2339.11,28.01,16.27,Medium,8.3,14.7,High,2024-03-07,March,Q1
EMP1234,IT,Data Scientist,Junior,Europe,Claude,109.5,Coding,Medium,8.7,87.9,55.8,36.52,8786.81,3465.39,42.03,25.67,High,10.0,14.4,High,2024-06-18,June,Q2
EMP1235,IT,IT Manager,Junior,India,OpenAI API,129.2,Coding,Medium,6.1,68.7,48.5,29.4,5910.42,3145.44,33.52,42.83,Medium,7.3,13.2,Medium,2024-03-19,March,Q1
EMP1236,Operations,Supply Chain Analyst,Junior,Europe,OpenAI API,48.0,Data Analysis,High,6.9,54.7,39.3,28.15,2304.82,3195.42,21.18,47.42,Medium,8.2,11.9,Medium,2024-11-16,November,Q4
EMP1237,HR,Compensation Analyst,Mid,US,Gemini,42.5,Research,Low,4.2,58.7,45.1,23.17,569.47,1487.12,15.57,24.07,Low,7.5,9.0,Medium,2024-09-08,September,Q3
EMP1238,Marketing,Digital Marketer,Mid,US,Claude,96.0,Content Creation,Medium,10.7,55.8,33.6,39.78,10264.38,3688.95,41.53,24.22,High,9.4,11.9,Medium,2024-12-28,December,Q4
EMP1239,Operations,Supply Chain Analyst,Junior,US,OpenAI API,74.0,Data Analysis,Low,3.6,67.8,55.0,18.88,5223.19,2635.03,26.25,9.92,Low,7.0,22.3,Low,2024-04-04,April,Q2
EMP1240,Sales,Business Dev Manager,Mid,India,ChatGPT,68.3,Research,Low,9.9,48.0,33.4,30.42,12059.91,3083.99,36.0,28.48,High,8.5,11.8,High,2024-03-22,March,Q1
EMP1241,Operations,Project Manager,Mid,UK,OpenAI API,49.2,Content Creation,Medium,5.7,55.5,41.5,25.23,7618.25,2917.04,22.67,23.5,Medium,7.7,11.9,Medium,2024-07-25,July,Q3
EMP1242,HR,HR Manager,Junior,India,Claude,64.2,Content Creation,Medium,6.6,65.4,51.1,21.87,2866.96,1855.51,28.15,33.34,Medium,6.4,16.9,Medium,2024-04-19,April,Q2
EMP1243,Sales,SDR,Mid,US,Copilot,84.8,Content Creation,Medium,11.0,53.8,33.2,38.29,14087.02,2402.04,37.19,33.22,High,8.7,17.2,High,2024-05-30,May,Q2
EMP1244,IT,Data Scientist,Junior,US,ChatGPT,85.5,Research,Medium,5.2,37.4,22.6,39.57,8148.35,3993.95,31.61,23.03,Medium,8.2,16.9,High,2024-11-28,November,Q4
EMP1245,HR,HR Manager,Senior,India,ChatGPT,32.6,Data Analysis,Medium,5.1,70.5,52.4,25.67,1152.56,1461.98,13.07,25.71,Low,8.2,8.4,High,2024-06-26,June,Q2
EMP1246,IT,IT Manager,Senior,Europe,OpenAI API,64.4,Research,Medium,6.3,57.9,42.8,26.08,6083.03,3825.71,34.5,36.05,High,10.0,12.2,High,2024-11-10,November,Q4
EMP1247,Marketing,Digital Marketer,Mid,India,Gemini,97.1,Content Creation,High,9.1,64.4,35.1,45.5,9603.38,3035.73,45.86,33.95,High,9.1,14.3,High,2024-12-15,December,Q4
